municipality,id,id_new,muni_type,gnis_id,county,outer,rr1,muni_type_numeric,marcellus,utica,population,land_area,density,high_school,unemployment,homeownership,inner,percap_acs,median_household,median_family,opponent,proponent,entrepreneurship,contested_entrepreneurship,entrepreneurship_binary,opponent_binary,proponent_binary,oban,omoratorium,ozoningpreventing,ozoningallowing,oroaduse,operformance,oresolutionopposing,onolease,oidontknow,oother,o_verballorwritten,obefore2008,o2008,o2009,o2010,o2011,o2012,o2013,o2014,o_dontknowyear,o_activitylevel5,o_controversy6,o_knowledge7,o_wellregarded8,o_livework9,o_otherissues10,o_occupation10,ooppositionretired,o_success12,o_binaryog12,oogmunicipalitybased,oogpublic,ooglandownercoalition,o_letteremail13,o_petitiom13,o_publicmtg13,o_officialsmuni13,o_officialsoutside13,o_orggroup13,o_presentation13,o_protest13,idontknow,o_other13,o_verbalwritten13,o_people14,o_officialsmunicipality_14,o_officialsregion14,o_prominentmunicipality14,oprominentregion,o_friendly14,o_wellrespected14,o_informedgovernment14,o_informedfracking14,o_time14,o_money14,pmoratorium,pzoningfacilitating,proaduse,pperformance,presolution,ppermittesting,please,pidontknow,pother,pverbalorwritten,pinaction,pbefore2008,p2008,p2009,p2010,p2011,p2012,p2013,p2014,p_dontknow_16,p_activitylevel17,p_controversy18,p_knowledge19,p_wellregarded20,p_livework21,p_otherissues22,p_occupation23,pretired,p_success24,p_binaryog26,pogmunicipalitybased,pogenergyco,pogpublic,poglandownercoalition,p_letteremail26,p_petition26,p_publicmtg26,p_officialsmuni26,p_officialsoutside26,p_orggroup26,p_presentation26,p_protest26,p_dontknow_26,p_other_26,p_verbalorwritten_26,ppeople,p_officialsmunicipality_27,pofficialsregion,pprominentmunicipality,pprominentregion,pfriendly,pwellrespected,pinformedgovernment,pinformedfracking,ptime,pmoney,view_self28,view_others29,change_others30,view_legislators31,change_legislators32,view_chief33,change_chief34,gender,age,years,education,othercompleted,duplicatemerge,shales,shalelayers,ambiguity_otherviews,ambiguity_changeotherviews,ambiguity_viewlegislators,ambiguity_changelegislators,ambiguity_viewchief,ambiguity_changechief,sum_ambiguity,sum_ambiguity_views,sum_ambiguity_change,nodatami2,agmi2,pasturemi2,forestmi2,urbanmi2,watermi2,o_controversy_split,p_controversy_split,ag_pasture,ag_pasture_forest,view_others_binary,view_legislators_binary,view_chief_binary,positive_comm_change,negative_comm_change,positive_leg_change,negative_leg_change,positive_chief_change,negative_chief_change,community_view_sum,community_trends_positive_sum,community_trends_negative_sum,view_self_binary,county_numeric,o_time14_binary,o_money14_binary,o_informedfracking14_binary,o_informedgovernment14_binary,o_wellrespected14_binary,o_friendly14_binary,o_prominentregion14_binary,o_prominentmunicipality14_binary,o_officialsregion14_binary,o_officialsmunicipality14_binary,p_time27_binary,p_money27_binary,p_informedfracking27_binary,p_informedgovernment27_binary,p_wellrespected27_binary,p_friendly27_binary,p_prominentregion27_binary,p_prominentmunicipality27_binary,p_officialsregion27_binary,p_officialsmunicipality27_binary,o_people14_binary,p_people27_binary,revenue_08,revenue_09,revenue_10,revenue_11,revenue_12,averagerevenues,percapitaaveragerevenue,number_activities,total_proponent_activities,total_opponent_activities,thousands_averagerevenue,percap_thousands,log_revenue,all_orgs,environmental_orgs,obama08,obama12,urbanpct,dem,wells,wells19902007,allproduction0812,one policy ,multi policies,1st ,2nd ,3rd ,4th,5th,6th,7th,number adopted anti,county A,county B,county C,year,policytype,policysubtype,stanceie,Month first anti,Start of year,Day of passage,Day subtract,Landowner Coalition?,Count of all post secondary Institutions,Count of institutions that offer at least a Bachelor's degree,dist_pa,dist_hway,waterwell_count,Matches Ban 0812,Matches Road 0812,Matches Moratoriums 0812,Matches Bans 0307,Matches Road 0307,Matches Moratoriums 0307,Matches Sustainability 0812,Matches Tourism 0812,Matches Sustainability 0307,Local government as involved agencies,,,,
Walton,435,435,town,979593,Delaware,0,0,town,1,1,5576,96.8,57.6,81.4,0.119,0.693605,0,22485,30550,41464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.000695,0.159499,0.059421,0.375639,0.977147,0.056294,,,0.21892,0.594559,,,,0,0,0,0,0,0,,0,0,,Delaware,,,,,,,,,,,,,,,,,,,,,,,2.70E+06,2.50E+06,2.80E+06,2.70E+06,2.80E+06,2.70E+06,876.19,,,,2705.69,22.485,7.90311,0,0,42.7,40.4,0.651432,41.55,0,0,0,,,,,,,,,,,Delaware,Delaware,Delaware,,,,,,,,,1,0,0,26823.65482,21600,101,,2,,,,,1,,2,,,,,
Walworth,989,989,town,979594,Wayne,0,0,town,0,1,9449,33.9,279.1,97.4,0.033,0.905615,0,29010,64611,67830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.10807,13.6262,1.20232,12.8395,3.12569,3.00998,,,14.8285,27.668,,,,0,0,0,0,0,0,,0,0,,Wayne,,,,,,,,,,,,,,,,,,,,,,,3.90E+06,4.00E+06,4.10E+06,4.30E+06,4.30E+06,4.10E+06,435.22,,,,4112.4,29.01,8.32176,0,0,44.5,42.7,0.092203,43.6,0,0,0,,,,,,,,,,,Wayne,Wayne,Wayne,,,,,,,,,0,0,0,129419.1925,16600,14,,6,,,6,,2,,1,,,,,
Wappinger,1421,1421,town,979595,Dutchess,0,0,town,0,1,27048,27.1,999.8,90.9,0.077,0.702243,0,32114,58079,66273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.098688,2.83727,0.185908,13.0327,9.16093,2.43557,,,3.02318,16.0559,,,,0,0,0,0,0,0,,0,0,,Dutchess,,,,,,,,,,,,,,,,,,,,,,,1.30E+07,1.20E+07,1.30E+07,1.40E+07,2.00E+07,1.50E+07,537.34,,,,14533.9,32.114,9.58424,0,0,47.6,48.2,0.338042,47.9,9,0,12,,,,,,,,,,,Dutchess,Dutchess,Dutchess,,,,,,,,,0,0,0,71171.2197,7140,172,,20,1,,22,,1,,1,,,,,
Ward,1035,1035,town,979596,Allegany,0,1,town,1,1,368,29.2,12.6,92.1,0.102,0.892473,0,21652,40750,41000,1,1,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,6,2,3,1,1,1,,3,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,6,3,3,1,3,4,0,3,0,,,,,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,5,3,5,4,3,5,4,2,5,3,3,,,1,2,1,0,0,0,0,0,1,1,0,0.00139,3.86098,1.12205,23.6329,0.527493,0.034054,0,0,4.98304,28.616,0,2,2,0,0,0,1,0,0,4,0,1,2,Allegany,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,294332,302616,320750,314578,335117,313479,851.84,9,2,4,313.479,21.652,5.74773,0,0,46.1,42.7,0.018065,44.4,19,0,0,,,,,,,,,,,Allegany,Allegany,Allegany,,,,,,,,,1,0,0,25248.71549,8340,38,,,,,,,,,,,,,,
Warren,230,230,town,979597,Herkimer,0,1,town,1,1,1143,37.8,30.2,85.6,0.123,0.824228,0,19446,36548,39118,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,4,4,4,2,7,7,4,,,1,2,0,0,0,0,0,0,0,0,0,0.006602,19.0547,1.64468,13.3145,1.83163,2.57839,0,,20.6994,34.0139,2,2,2,0,0,0,0,0,0,6,0,0,2,Herkimer,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,623501,728057,640671,755759,719261,693450,606.69,2,,0,693.45,19.446,6.54168,0,0,36.4,39.4,0.048456,37.9,1,0,0,,1,1,,,,,,,2,Herkimer,Herkimer,Herkimer,2011,1,2,Anti,5,1/1/2011,6/13/2011,163,0,0,0,105216.1471,13000,32,,,2,,3,,,,2,,,,,
Warren,230,230,town,979597,Herkimer,0,1,town,1,1,1143,37.8,30.2,85.6,0.123,0.824228,0,19446,36548,39118,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,4,4,4,2,7,7,4,,,1,2,0,0,0,0,0,0,0,0,0,0.006602,19.0547,1.64468,13.3145,1.83163,2.57839,0,,20.6994,34.0139,2,2,2,0,0,0,0,0,0,6,0,0,2,Herkimer,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,623501,728057,640671,755759,719261,693450,606.69,2,,0,693.45,19.446,6.54168,0,0,36.4,39.4,0.048456,37.9,1,0,0,,,,1,,,,,,2,Herkimer,Herkimer,Herkimer,2011,1,2,Anti,8,1/1/2011,5/13/2011,132,,0,0,105216.1471,13000,32,,,2,,3,,,,2,,,,,
Warren,230,230,town,979597,Herkimer,0,1,town,1,1,1143,37.8,30.2,85.6,0.123,0.824228,0,19446,36548,39118,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,4,4,4,2,7,7,4,,,1,2,0,0,0,0,0,0,0,0,0,0.006602,19.0547,1.64468,13.3145,1.83163,2.57839,0,,20.6994,34.0139,2,2,2,0,0,0,0,0,0,6,0,0,2,Herkimer,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,623501,728057,640671,755759,719261,693450,606.69,2,,0,693.45,19.446,6.54168,0,0,36.4,39.4,0.048456,37.9,1,0,0,,1,,,1,,,,,2,Herkimer,Herkimer,Herkimer,2012,1,2,Anti,8,1/1/2012,8/13/2012,225,0,0,0,105216.1471,13000,32,,,2,,3,,,,2,,,,,
Warrensburg,622,622,town,979598,Warren,0,0,town,0,0,4094,63.5,64.5,85.7,0.13,0.738497,0,23372,30873,34890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.017722,0.548342,0.037182,54.1354,3.56249,6.44493,,,0.585524,54.721,,,,0,0,0,0,0,0,,0,0,,Warren,,,,,,,,,,,,,,,,,,,,,,,3.00E+06,2.80E+06,2.80E+06,3.10E+06,3.20E+06,3.00E+06,725.6,,,,2970.61,23.372,7.99652,0,0,44.5,46,0.056102,45.25,0,0,0,,,,,,,,,,,Warren,Warren,Warren,,,,,,,,,0,0,0,210537.1919,3790,76,,2,,,,,1,,,,,,,
Warsaw,991,991,town,979599,Wyoming,0,0,town,1,1,5064,35.4,143,84,0.054,0.667914,0,22115,37699,42647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.00417,1.04595,0.182781,1.91225,0.937186,0.047606,,,1.22873,3.14098,,,,0,0,0,0,0,0,,0,0,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,1.40E+06,1.50E+06,1.30E+06,1.40E+06,1.40E+06,1.40E+06,399.92,,,,1388.92,22.115,7.23628,0,0,40.7,38.7,0.228582,39.7,0,0,0,,,,,,,,,,,Wyoming,Wyoming,Wyoming,,,,,,,,,0,0,0,82303.5002,23900,50,,2,,,4,,1,,1,,,,,
Warwick,1218,1218,town,979600,Orange,0,1,town,0,1,32065,101.3,316.4,93,0.082,0.799915,0,39210,61094,71074,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,2,1,2,0,,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,4,6,3,3,0,,3,0,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,3,5,3,2,5,2,4,,,1,1,0,0,0,0,0,0,0,0,0,0.001737,0.167839,0.007297,0.528535,1.31456,0.172356,2,0,0.175136,0.7036712,2,2,2,0,1,0,1,0,1,6,0,3,2,Orange,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16767836,1.60E+07,1.60E+07,17030264,17210482,1.70E+07,2470.54,,1,4,16629.18,39.21,9.718914,0,0,47.9,46.3,0.547734,47.1,0,0,0,,,,,,,,,,,Orange,Orange,Orange,,,,,,,,,0,0,0,29784.29283,12200,741,,7,,,5,,3,1,1,,,,,
Washington,1390,1390,town,979601,Dutchess,0,1,town,0,0,4741,58.2,81.5,87.3,0.05,0.652914,0,40314,52104,69074,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.059769,12.9715,2.3758,37.0294,2.9853,1.4612,,,15.3473,52.3768,0,0,0,0,0,0,0,0,0,0,0,0,0,Dutchess,,,,,,,,,,,,,,,,,,,,,,,2.70E+06,2.60E+06,2.60E+06,2.70E+06,2.70E+06,2.70E+06,561.64,,,,2662.72,40.314,7.8871,0,0,50.3,48.9,0.051294,49.6,0,0,0,,,,,,,,,,,Dutchess,Dutchess,Dutchess,,,,,,,,,0,0,0,97046.75338,27400,135,,2,5,,6,1,1,,2,,,,,
Waterford,555,555,town,979602,Saratoga,0,0,town,0,1,8423,6.6,1282.7,92.3,0.041,0.672183,0,31376,46362,56345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.010425,0.619231,0.023282,2.54295,2.62044,1.25271,,,0.642513,3.18546,,,,0,0,0,0,0,0,,0,0,,Saratoga,,,,,,,,,,,,,,,,,,,,,,,5.20E+06,5.70E+06,5.90E+06,5.90E+06,6.00E+06,5.80E+06,683.44,,,,5756.62,31.376,8.6581,0,0,50.7,52.1,0.397036,51.4,0,0,0,,,,,,,,,,,Saratoga,Saratoga,Saratoga,,,,,,,,,0,0,0,158499.8037,5740,2,,1,,,3,,1,,2,,,,,
Waterloo,121,121,town,979603,Seneca,0,1,town,1,1,7642,21.7,352.7,86.1,0.067,0.751024,0,22913,33089,40304,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,4,3,4,3,1,5,1,5,,,1,2,1,1,0,0,0,0,2,1,1,0.011815,0.196333,0.068108,0.192858,1.53244,0.093475,,,0.264441,0.457299,0,2,2,0,0,0,1,0,1,4,0,2,2,Seneca,,,,,,,,,,,,,,,,,,,,,,,2.00E+06,2.10E+06,2.00E+06,1.90E+06,1.90E+06,2.00E+06,384.5,,,,1988.27,22.913,7.59502,1,0,50.46,54.86,0.696563,52.66,0,0,0,1,,1,,,,,,,1,Seneca,Seneca,Seneca,2012,1,2,Anti,4,1/1/2012,4/23/2012,113,0,0,0,101636.8323,4750,65,,6,1,,4,,,,,,,,,
Watertown,273,273,town,979605,Jefferson,0,1,town,0,1,4470,35.9,124.4,86.5,0.114,0.842936,0,25360,41961,46563,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,5,7,5,7,5,2,6,4,2,,,1,1,0,0,0,0,0,0,0,0,0,0.093475,10.2375,0.601161,14.308,3.71156,6.90744,,,10.8386,25.1466,0,0,0,0,0,0,0,0,0,0,0,0,0,Jefferson,,,,,,,,,,,,,,,,,,,,,,,2.80E+06,2.80E+06,2.80E+06,3.50E+06,3.40E+06,3.10E+06,683.19,0,,,3053.85,25.36,8.02416,0,0,47.1,41.1,0.103386,44.1,0,0,0,,,,,,,,,,,Jefferson,Jefferson,Jefferson,,,,,,,,,0,0,0,215290.9196,3430,87,,7,,,8,,,,,,,,,
Watson,192,192,town,979607,Lewis,0,0,town,0,0,1881,112.7,16.7,87.7,0.098,0.815592,0,22181,35000,38438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.009382,3.28901,0.077838,92.1392,0.364519,21.2724,,,3.36685,95.5061,,,,0,0,0,0,0,0,,0,0,,Lewis,,,,,,,,,,,,,,,,,,,,,,,1.10E+06,1.10E+06,1.10E+06,1.10E+06,1.20E+06,1.10E+06,588.19,,,,1106.39,22.181,7.00886,0,0,52.5,53.8,0.003234,53.15,0,0,0,,,,,,,,,,,Lewis,Lewis,Lewis,,,,,,,,,0,0,0,203364.3062,56600,55,,2,1,,1,,2,,,,,,,
Waverly,675,675,town,979608,Franklin,0,0,town,0,0,1022,125.1,8.2,81.7,0.266,0.688699,0,17879,26591,31875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.011815,0.113977,0.01251,0.876722,1.23916,0.035792,,,0.126487,1.00321,,,,0,0,0,0,0,0,,0,0,,Franklin,,,,,,,,,,,,,,,,,,,,,,,3.30E+06,3.30E+06,3.20E+06,3.50E+06,3.70E+06,3.40E+06,765.42,,,,3401.54,17.879,8.13198,0,0,48.8,45.8,0.538764,47.3,0,0,0,,,,,,,,,,,Franklin,Franklin,Franklin,,,,,,,,,0,0,0,290456.9362,80500,16,,,,,4,,,,,,,,,
Wawarsing ,1341,1341,town,979609,Ulster,0,0,town,1,1,13157,130.5,100.8,79.3,0.081,0.653637,0,19570,35872,43828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.042394,5.22836,0.158456,104.095,6.00084,9.6714,,,5.38682,109.482,,,,0,0,0,0,0,0,,0,0,,Ulster,,,,,,,,,,,,,,,,,,,,,,,7.40E+06,7.80E+06,7.80E+06,8.40E+06,8.60E+06,8.00E+06,606.78,,,,7983.41,19.57,8.98512,0,0,57.5,58.8,0.045983,58.15,0,0,0,,1,,1,,,,,,2,Ulster,Ulster,Ulster,2012,1,1,Anti,9,1/1/2012,12/20/2012,354,0,0,0,44933.43049,21500,209,,4,,,,,,,,,,,,
Wawarsing ,1341,1341,town,979609,Ulster,0,0,town,1,1,13157,130.5,100.8,79.3,0.081,0.653637,0,19570,35872,43828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.042394,5.22836,0.158456,104.095,6.00084,9.6714,,,5.38682,109.482,,,,0,0,0,0,0,0,,0,0,,Ulster,,,,,,,,,,,,,,,,,,,,,,,7.40E+06,7.80E+06,7.80E+06,8.40E+06,8.60E+06,8.00E+06,606.78,,,,7983.41,19.57,8.98512,0,0,57.5,58.8,0.045983,58.15,0,0,0,,1,1,,,,,,,2,Ulster,Ulster,Ulster,2012,1,7,Anti,5,1/1/2012,5/3/2012,123,0,0,0,44933.43049,21500,209,,4,,,,,,,,,,,,
Wawayanda,1207,1207,town,979610,Orange,0,1,town,0,1,7266,34.7,209.3,91.9,0.088,0.812795,0,31801,61885,67479,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,5,7,5,7,5,2,4,3,3,,,1,1,0,0,0,0,0,0,0,0,0,0.021197,12.9774,0.444095,13.6738,4.50628,3.50029,,,13.4215,27.0953,0,0,0,0,0,0,0,0,0,0,0,0,0,Orange,,,,,,,,,,,,,,,,,,,,,,,3.90E+06,3.70E+06,3.80E+06,4.10E+06,4.00E+06,3.90E+06,539.96,0,,,3923.32,31.801,8.27469,0,0,47.1,47.2,0.129864,47.15,1,0,0,,,,,,,,,,,Orange,Orange,Orange,,,,,,,,,0,0,0,19206.56755,2240,363,,4,,,9,4,1,1,2,,,,,
Wayland,993,993,town,979611,Steuben,0,0,town,1,1,4102,38.7,105.9,83,0.099,0.715216,0,22319,42575,46806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.013552,14.2114,4.20709,16.8822,2.26078,0.812089,,,18.4185,35.3007,,,,0,0,0,0,0,0,,0,0,,Steuben,,,,,,,,,,,,,,,,,,,,,,,1.20E+06,1.20E+06,1.20E+06,1.20E+06,1.30E+06,1.20E+06,297.17,,,,1218.98,22.319,7.10577,0,0,37.1,37.1,0.058418,37.1,2,2,0,,1,1,,,,,,,3,Steuben,Steuben,Steuben,2011,1,2,Anti,12,1/1/2011,12/26/2011,359,1,0,0,58849.1063,1440,64,,6,2,,,2,2,2,,,,,,
Wayland,993,993,town,979611,Steuben,0,0,town,1,1,4102,38.7,105.9,83,0.099,0.715216,0,22319,42575,46806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.013552,14.2114,4.20709,16.8822,2.26078,0.812089,,,18.4185,35.3007,,,,0,0,0,0,0,0,,0,0,,Steuben,,,,,,,,,,,,,,,,,,,,,,,1.20E+06,1.20E+06,1.20E+06,1.20E+06,1.30E+06,1.20E+06,297.17,,,,1218.98,22.319,7.10577,0,0,37.1,37.1,0.058418,37.1,2,2,0,,1,,,1,,,,,3,Steuben,Steuben,Steuben,2012,1,3,Anti,12,1/1/2012,12/10/2012,344,1,0,0,58849.1063,1440,64,,6,2,,,2,2,2,,,,,,
Wayland,993,993,town,979611,Steuben,0,0,town,1,1,4102,38.7,105.9,83,0.099,0.715216,0,22319,42575,46806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.013552,14.2114,4.20709,16.8822,2.26078,0.812089,,,18.4185,35.3007,,,,0,0,0,0,0,0,,0,0,,Steuben,,,,,,,,,,,,,,,,,,,,,,,1.20E+06,1.20E+06,1.20E+06,1.20E+06,1.30E+06,1.20E+06,297.17,,,,1218.98,22.319,7.10577,0,0,37.1,37.1,0.058418,37.1,2,2,0,,1,,1,,,,,,3,Steuben,Steuben,Steuben,2012,1,7,Anti,10,1/1/2012,10/8/2012,281,1,0,0,58849.1063,1440,64,,6,2,,,2,2,2,,,,,,
Wayne,1105,1105,town,979612,Steuben,0,0,town,1,1,1041,20.6,50.6,90.9,0.096,0.845652,0,37415,38056,42292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.003822,4.95941,1.49491,12.7238,1.15333,2.25766,,,6.45432,19.1781,,,,0,0,0,0,0,0,,0,0,,Steuben,,,,,,,,,,,,,,,,,,,,,,,763910,884905,864597,869558,880892,852772,819.19,,,,852.772,37.415,6.74849,0,0,37.8,37.9,0.055987,37.85,26,1,0,,1,,1,,,,,,2,Steuben,Steuben,Steuben,2012,1,2,Anti,2,1/1/2012,2/14/2012,44,1,0,0,49006.62705,17300,77,,2,1,,3,,,1,1,,,,,
Wayne,1105,1105,town,979612,Steuben,0,0,town,1,1,1041,20.6,50.6,90.9,0.096,0.845652,0,37415,38056,42292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.003822,4.95941,1.49491,12.7238,1.15333,2.25766,,,6.45432,19.1781,,,,0,0,0,0,0,0,,0,0,,Steuben,,,,,,,,,,,,,,,,,,,,,,,763910,884905,864597,869558,880892,852772,819.19,,,,852.772,37.415,6.74849,0,0,37.8,37.9,0.055987,37.85,26,1,0,,1,1,,,,,,,2,Steuben,Steuben,Steuben,2011,1,7,Anti,2,1/1/2011,2/24/2011,54,1,0,0,49006.62705,17300,77,,2,1,,3,,,1,1,,,,,
